run_id,symptom_id,subtype,sub_ref,variant_id,wc_base_sentence,base_sentence,symptom_clause,wc_symptom_clause,model,symptom_clause_id
run_20251127_210608,HI_05,ADHD-HI,busy_energy,10,15,I cannot relax and need to have at least 6 ongoing projects at a time.,"To feel relaxed, I must have six projects running concurrently.",10,gpt-4o-2024-08-06,HI_05_10
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,1,15,In conversations I speak a lot so that I can keep up with my mind.,I talk extensively in discussions to match the pace of my thoughts.,12,gpt-4o-2024-08-06,HI_06_01
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,2,15,In conversations I speak a lot so that I can keep up with my mind.,"To keep up with my thoughts, I often speak at length in talks.",13,gpt-4o-2024-08-06,HI_06_02
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,3,15,In conversations I speak a lot so that I can keep up with my mind.,I tend to speak a lot during conversations to follow my mind's speed.,13,gpt-4o-2024-08-06,HI_06_03
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,4,15,In conversations I speak a lot so that I can keep up with my mind.,"My mind races, so I frequently talk a lot in discussions.",11,gpt-4o-2024-08-06,HI_06_04
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,5,15,In conversations I speak a lot so that I can keep up with my mind.,I engage in lengthy dialogue to align with my rapid thoughts.,11,gpt-4o-2024-08-06,HI_06_05
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,6,15,In conversations I speak a lot so that I can keep up with my mind.,"During chats, I speak extensively to keep up with my mental pace.",12,gpt-4o-2024-08-06,HI_06_06
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,7,15,In conversations I speak a lot so that I can keep up with my mind.,"To match my quick thoughts, I often speak a lot in conversations.",12,gpt-4o-2024-08-06,HI_06_07
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,8,15,In conversations I speak a lot so that I can keep up with my mind.,I talk a lot in discussions to keep pace with my racing mind.,13,gpt-4o-2024-08-06,HI_06_08
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,9,15,In conversations I speak a lot so that I can keep up with my mind.,"In discussions, I often speak at length to follow my quick thoughts.",12,gpt-4o-2024-08-06,HI_06_09
run_20251127_210608,HI_06,ADHD-HI,talking_excessively,10,15,In conversations I speak a lot so that I can keep up with my mind.,I frequently engage in long conversations to keep up with my mind.,12,gpt-4o-2024-08-06,HI_06_10
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,1,11,I usually say the first thing that comes to my mind.,I often express the initial thought that pops into my head.,11,gpt-4o-2024-08-06,HI_07_01
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,2,11,I usually say the first thing that comes to my mind.,"Typically, I mention the first idea that occurs to me.",10,gpt-4o-2024-08-06,HI_07_02
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,3,11,I usually say the first thing that comes to my mind.,I generally speak the first notion that enters my mind.,10,gpt-4o-2024-08-06,HI_07_03
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,4,11,I usually say the first thing that comes to my mind.,"Usually, I articulate the initial thing that springs to my mind.",11,gpt-4o-2024-08-06,HI_07_04
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,5,11,I usually say the first thing that comes to my mind.,I tend to voice the first thought that crosses my mind.,11,gpt-4o-2024-08-06,HI_07_05
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,6,11,I usually say the first thing that comes to my mind.,"Often, I state the first idea that comes into my head.",11,gpt-4o-2024-08-06,HI_07_06
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,7,11,I usually say the first thing that comes to my mind.,I frequently say the first thing that appears in my mind.,11,gpt-4o-2024-08-06,HI_07_07
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,8,11,I usually say the first thing that comes to my mind.,"Normally, I express the initial thought that comes to my head.",11,gpt-4o-2024-08-06,HI_07_08
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,9,11,I usually say the first thing that comes to my mind.,I habitually mention the first idea that pops into my mind.,11,gpt-4o-2024-08-06,HI_07_09
run_20251127_210608,HI_07,ADHD-HI,impatient_socially,10,11,I usually say the first thing that comes to my mind.,I regularly articulate the first notion that enters my head.,10,gpt-4o-2024-08-06,HI_07_10
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,1,11,I am horrible in traffic jams. It is draining me completely.,"Traffic jams are exhausting for me, and they completely drain my energy.",12,gpt-4o-2024-08-06,HI_08_01
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,2,11,I am horrible in traffic jams. It is draining me completely.,I find myself drained entirely by the exhausting nature of traffic jams.,12,gpt-4o-2024-08-06,HI_08_02
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,3,11,I am horrible in traffic jams. It is draining me completely.,Being stuck in traffic jams is completely draining and exhausting for me.,12,gpt-4o-2024-08-06,HI_08_03
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,4,11,I am horrible in traffic jams. It is draining me completely.,"Traffic jams are entirely draining, leaving me feeling exhausted and worn out.",12,gpt-4o-2024-08-06,HI_08_04
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,5,11,I am horrible in traffic jams. It is draining me completely.,I feel completely drained and exhausted whenever I'm caught in traffic jams.,12,gpt-4o-2024-08-06,HI_08_05
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,6,11,I am horrible in traffic jams. It is draining me completely.,Traffic jams leave me feeling utterly drained and completely exhausted every time.,12,gpt-4o-2024-08-06,HI_08_06
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,7,11,I am horrible in traffic jams. It is draining me completely.,I am utterly exhausted and completely drained by being in traffic jams.,12,gpt-4o-2024-08-06,HI_08_07
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,8,11,I am horrible in traffic jams. It is draining me completely.,The exhausting nature of traffic jams leaves me feeling completely drained.,11,gpt-4o-2024-08-06,HI_08_08
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,9,11,I am horrible in traffic jams. It is draining me completely.,I am completely drained and exhausted by the stress of traffic jams.,12,gpt-4o-2024-08-06,HI_08_09
run_20251127_210608,HI_08,ADHD-HI,impatient_norms,10,11,I am horrible in traffic jams. It is draining me completely.,"Traffic jams are entirely exhausting, leaving me feeling completely drained every time.",12,gpt-4o-2024-08-06,HI_08_10
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,1,11,I prefer doing everything by myself. Other people are too slow.,I like handling tasks alone because others tend to work too slowly.,12,gpt-4o-2024-08-06,HI_09_01
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,2,11,I prefer doing everything by myself. Other people are too slow.,I enjoy completing all tasks solo since others usually move too slowly.,12,gpt-4o-2024-08-06,HI_09_02
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,3,11,I prefer doing everything by myself. Other people are too slow.,I favor managing everything independently as others often proceed too slowly.,11,gpt-4o-2024-08-06,HI_09_03
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,4,11,I prefer doing everything by myself. Other people are too slow.,I prefer tackling tasks on my own because others are generally too slow.,13,gpt-4o-2024-08-06,HI_09_04
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,5,11,I prefer doing everything by myself. Other people are too slow.,I choose to do everything myself since others typically act too slowly.,12,gpt-4o-2024-08-06,HI_09_05
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,6,11,I prefer doing everything by myself. Other people are too slow.,I opt to handle everything alone because others usually operate too slowly.,12,gpt-4o-2024-08-06,HI_09_06
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,7,11,I prefer doing everything by myself. Other people are too slow.,I like to do all tasks by myself since others are too slow.,13,gpt-4o-2024-08-06,HI_09_07
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,8,11,I prefer doing everything by myself. Other people are too slow.,I enjoy doing everything independently because others tend to be too slow.,12,gpt-4o-2024-08-06,HI_09_08
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,9,11,I prefer doing everything by myself. Other people are too slow.,I prefer to manage everything myself as others often work too slowly.,12,gpt-4o-2024-08-06,HI_09_09
run_20251127_210608,HI_09,ADHD-HI,interruptions_socially,10,11,I prefer doing everything by myself. Other people are too slow.,I choose to complete tasks alone since others generally move too slowly.,12,gpt-4o-2024-08-06,HI_09_10
