symptom_id,subtype,sub_ref,variant_id,wc_base_sentence,base_sentence,symptom_clause,wc_symptom_clause,run_id,model,symptom_clause_id
I_06_HI_05,ADHD-C,combined,5,14,"I want to clean my house but can’t, and I always feel extremely rushed.","Although I want to clean, I constantly feel extremely rushed at home.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v05
I_06_HI_05,ADHD-C,combined,6,14,"I want to clean my house but can’t, and I always feel extremely rushed.",I always feel so rushed that I can't clean my house properly.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v06
I_06_HI_05,ADHD-C,combined,7,14,"I want to clean my house but can’t, and I always feel extremely rushed.","I feel extremely rushed, making it impossible to clean my house.",11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v07
I_06_HI_05,ADHD-C,combined,8,14,"I want to clean my house but can’t, and I always feel extremely rushed.",Cleaning my house is difficult because I always feel extremely rushed.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v08
I_06_HI_05,ADHD-C,combined,9,14,"I want to clean my house but can’t, and I always feel extremely rushed.",I can't seem to clean my house since I feel extremely rushed.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v09
I_06_HI_05,ADHD-C,combined,10,14,"I want to clean my house but can’t, and I always feel extremely rushed.","I feel too rushed to clean my house, despite wanting to do so.",13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v10
I_06_HI_07,ADHD-C,combined,1,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",I feel unable to clean my house and often commit or speak hastily.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v01
I_06_HI_07,ADHD-C,combined,2,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",My house remains unclean because I impulsively overcommit and speak prematurely.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v02
I_06_HI_07,ADHD-C,combined,3,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",I struggle to clean my house and frequently overcommit or speak rashly.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v03
I_06_HI_07,ADHD-C,combined,4,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.","Cleaning my house is difficult, and I tend to overcommit or speak quickly.",13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v04
I_06_HI_07,ADHD-C,combined,5,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",I can't clean my house and often make hasty commitments or speak too fast.,14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v05
I_06_HI_07,ADHD-C,combined,6,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",My inability to clean leads me to overcommit and speak without thinking.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v06
I_06_HI_07,ADHD-C,combined,7,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",I wish to clean my house but often speak or commit too hastily.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v07
I_06_HI_07,ADHD-C,combined,8,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.","Cleaning my house is hard, and I impulsively overcommit or speak too soon.",13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v08
I_06_HI_07,ADHD-C,combined,9,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",I find it tough to clean my house and often speak or commit rashly.,14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v09
I_06_HI_07,ADHD-C,combined,10,16,"I want to clean my house but can’t, and I impulsively overcommit or speak too soon.",My house stays messy because I impulsively overcommit and speak too quickly.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_07_v10
I_06_HI_08,ADHD-C,combined,1,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I wish I could tidy my home, yet I find traffic stressful.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v01
I_06_HI_08,ADHD-C,combined,2,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I desire to organize my house, but traffic makes me anxious.",11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v02
I_06_HI_08,ADHD-C,combined,3,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I aim to clean my place, though traffic often tests my patience.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v03
I_06_HI_08,ADHD-C,combined,4,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I hope to tidy up my home, but traffic keeps me tense.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v04
I_06_HI_08,ADHD-C,combined,5,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I plan to clean my house, yet I feel uneasy in traffic.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v05
I_06_HI_08,ADHD-C,combined,6,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I intend to organize my space, but traffic often rattles my nerves.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v06
I_06_HI_08,ADHD-C,combined,7,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I want to tidy my house, although traffic frequently disrupts my calm.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v07
I_06_HI_08,ADHD-C,combined,8,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I wish to clean my home, but I struggle with traffic anxiety.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v08
I_06_HI_08,ADHD-C,combined,9,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I aim to tidy my house, yet I find traffic quite stressful.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v09
I_06_HI_08,ADHD-C,combined,10,16,"I want to clean my house but can’t, and I struggle to stay calm in traffic.","I hope to organize my home, though I find traffic challenging.",11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_08_v10
I_04_HI_03,ADHD-C,combined,1,14,"I struggle to start homework or clean, and I constantly need to be active.","I find it hard to begin homework or cleaning, needing constant activity.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v01
I_04_HI_03,ADHD-C,combined,2,14,"I struggle to start homework or clean, and I constantly need to be active.",Starting homework or cleaning is difficult for me; I always need activity.,12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v02
I_04_HI_03,ADHD-C,combined,3,14,"I struggle to start homework or clean, and I constantly need to be active.","I have trouble initiating homework or cleaning, requiring constant engagement.",10,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v03
I_04_HI_03,ADHD-C,combined,4,14,"I struggle to start homework or clean, and I constantly need to be active.",It's challenging for me to begin homework or cleaning; I need to stay active.,14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v04
I_04_HI_03,ADHD-C,combined,5,14,"I struggle to start homework or clean, and I constantly need to be active.","I consistently need to be active, struggling to start homework or clean.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v05
I_04_HI_03,ADHD-C,combined,6,14,"I struggle to start homework or clean, and I constantly need to be active.","I find it challenging to start homework or clean, needing constant motion.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v06
I_04_HI_03,ADHD-C,combined,7,14,"I struggle to start homework or clean, and I constantly need to be active.","Beginning homework or cleaning is tough for me, as I need constant activity.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v07
I_04_HI_03,ADHD-C,combined,8,14,"I struggle to start homework or clean, and I constantly need to be active.","I always need to be active, making it hard to start homework or clean.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v08
I_04_HI_03,ADHD-C,combined,9,14,"I struggle to start homework or clean, and I constantly need to be active.","I struggle with starting homework or cleaning, as I need ongoing activity.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v09
I_04_HI_03,ADHD-C,combined,10,14,"I struggle to start homework or clean, and I constantly need to be active.",It's tough for me to start homework or clean; I require constant activity.,13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_03_v10
I_04_HI_01,ADHD-C,combined,1,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I find it hard to begin homework or cleaning, often biting my nails and lips.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v01
I_04_HI_01,ADHD-C,combined,2,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","Starting homework or tidying up is difficult, and I frequently bite my nails and lips.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v02
I_04_HI_01,ADHD-C,combined,3,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I have trouble initiating homework or chores, and I habitually bite my nails and lips.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v03
I_04_HI_01,ADHD-C,combined,4,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","It's challenging for me to start homework or clean, and I bite my nails and lips often.",17,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v04
I_04_HI_01,ADHD-C,combined,5,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I consistently bite my nails and lips, struggling to begin homework or cleaning tasks.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v05
I_04_HI_01,ADHD-C,combined,6,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","Homework and cleaning are hard to start, and I regularly bite my nails and lips.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v06
I_04_HI_01,ADHD-C,combined,7,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I often bite my nails and lips, finding it tough to start homework or clean.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v07
I_04_HI_01,ADHD-C,combined,8,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I habitually bite my nails and lips, facing difficulty with starting homework or cleaning.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v08
I_04_HI_01,ADHD-C,combined,9,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","Beginning homework or cleaning is tough for me, and I bite my nails and lips frequently.",16,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v09
I_04_HI_01,ADHD-C,combined,10,15,"I struggle to start homework or clean, and I constantly bite my nails and lips.","I frequently bite my nails and lips, having trouble starting homework or cleaning.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_01_v10
I_04_HI_05,ADHD-C,combined,1,13,"I struggle to start homework or clean, and I always feel extremely rushed.","I find it hard to begin homework or clean, always feeling very rushed.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v01
I_04_HI_05,ADHD-C,combined,2,13,"I struggle to start homework or clean, and I always feel extremely rushed.","Starting homework or cleaning is difficult for me, and I constantly feel rushed.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v02
I_04_HI_05,ADHD-C,combined,3,13,"I struggle to start homework or clean, and I always feel extremely rushed.","I have trouble initiating homework or cleaning, and I perpetually feel hurried.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v03
I_04_HI_05,ADHD-C,combined,4,13,"I struggle to start homework or clean, and I always feel extremely rushed.","It's challenging for me to start homework or clean, always feeling rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v04
I_04_HI_05,ADHD-C,combined,5,13,"I struggle to start homework or clean, and I always feel extremely rushed.",I consistently feel rushed because I struggle to begin homework or cleaning.,12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v05
I_04_HI_05,ADHD-C,combined,6,13,"I struggle to start homework or clean, and I always feel extremely rushed.",I always feel in a rush due to difficulty starting homework or cleaning.,13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v06
I_04_HI_05,ADHD-C,combined,7,13,"I struggle to start homework or clean, and I always feel extremely rushed.","Beginning homework or cleaning is tough for me, and I always feel rushed.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v07
I_04_HI_05,ADHD-C,combined,8,13,"I struggle to start homework or clean, and I always feel extremely rushed.",I perpetually feel rushed since I find it hard to start homework or clean.,14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v08
I_04_HI_05,ADHD-C,combined,9,13,"I struggle to start homework or clean, and I always feel extremely rushed.",I feel extremely rushed because starting homework or cleaning is difficult for me.,13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v09
I_04_HI_05,ADHD-C,combined,10,13,"I struggle to start homework or clean, and I always feel extremely rushed.","I have a hard time starting homework or cleaning, always feeling extremely rushed.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_05_v10
I_04_HI_07,ADHD-C,combined,1,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I find it hard to begin homework or cleaning, and I often overcommit impulsively.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v01
I_04_HI_07,ADHD-C,combined,2,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","Starting homework or cleaning is difficult for me, and I tend to speak prematurely.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v02
I_04_HI_07,ADHD-C,combined,3,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I have trouble initiating homework or cleaning, and I frequently overcommit impulsively.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v03
I_04_HI_07,ADHD-C,combined,4,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","It's challenging for me to start homework or clean, and I often speak hastily.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v04
I_04_HI_07,ADHD-C,combined,5,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I often struggle with beginning homework or cleaning, and I impulsively overcommit.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v05
I_04_HI_07,ADHD-C,combined,6,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","Starting homework or cleaning is tough for me, and I tend to overcommit quickly.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v06
I_04_HI_07,ADHD-C,combined,7,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I find beginning homework or cleaning difficult, and I often speak too soon.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v07
I_04_HI_07,ADHD-C,combined,8,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I have difficulty starting homework or cleaning, and I frequently commit impulsively.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v08
I_04_HI_07,ADHD-C,combined,9,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","It's hard for me to initiate homework or cleaning, and I often overcommit.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v09
I_04_HI_07,ADHD-C,combined,10,15,"I struggle to start homework or clean, and I impulsively overcommit or speak too soon.","I struggle with starting homework or cleaning, and I tend to speak impulsively.",13,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_07_v10
I_04_HI_08,ADHD-C,combined,1,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","I find it hard to begin homework or cleaning, and staying calm in traffic is difficult.",16,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v01
I_04_HI_08,ADHD-C,combined,2,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","Starting homework or cleaning is challenging for me, and I can't stay calm in traffic.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v02
I_04_HI_08,ADHD-C,combined,3,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","I have trouble initiating homework or cleaning, and traffic makes it hard to stay calm.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v03
I_04_HI_08,ADHD-C,combined,4,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","It's tough for me to start homework or clean, and traffic tests my calmness.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v04
I_04_HI_08,ADHD-C,combined,5,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","Beginning homework or cleaning is a struggle, and I can't remain calm in traffic.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v05
I_04_HI_08,ADHD-C,combined,6,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","I can't easily start homework or clean, and traffic disrupts my calmness.",12,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v06
I_04_HI_08,ADHD-C,combined,7,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","Homework and cleaning are hard to start, and traffic challenges my ability to stay calm.",15,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v07
I_04_HI_08,ADHD-C,combined,8,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","I find it difficult to start homework or clean, and traffic unsettles my calmness.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v08
I_04_HI_08,ADHD-C,combined,9,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","Starting homework or cleaning is tough, and I struggle to keep calm in traffic.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v09
I_04_HI_08,ADHD-C,combined,10,15,"I struggle to start homework or clean, and I struggle to stay calm in traffic.","It's hard for me to begin homework or clean, and traffic affects my calmness.",14,run_20251207_222322,gpt-4o-2024-08-06,I_04_HI_08_v10
I_05_HI_03,ADHD-C,combined,1,12,"My things are always scattered, and I constantly need to be active.","My belongings are perpetually disorganized, requiring me to stay constantly busy.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v01
I_05_HI_03,ADHD-C,combined,2,12,"My things are always scattered, and I constantly need to be active.",I must remain active because my items are always in disarray.,11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v02
I_05_HI_03,ADHD-C,combined,3,12,"My things are always scattered, and I constantly need to be active.","My possessions are consistently messy, so I need to keep moving.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v03
I_05_HI_03,ADHD-C,combined,4,12,"My things are always scattered, and I constantly need to be active.",I have to be continually active since my stuff is always scattered.,12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v04
I_05_HI_03,ADHD-C,combined,5,12,"My things are always scattered, and I constantly need to be active.","My things are habitually untidy, necessitating constant activity on my part.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v05
I_05_HI_03,ADHD-C,combined,6,12,"My things are always scattered, and I constantly need to be active.",I am always on the move because my belongings are never organized.,12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v06
I_05_HI_03,ADHD-C,combined,7,12,"My things are always scattered, and I constantly need to be active.","My items are forever jumbled, compelling me to stay consistently active.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v07
I_05_HI_03,ADHD-C,combined,8,12,"My things are always scattered, and I constantly need to be active.",I need to be active all the time because my things are scattered.,13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v08
I_05_HI_03,ADHD-C,combined,9,12,"My things are always scattered, and I constantly need to be active.","My stuff is always in chaos, which keeps me constantly on the go.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v09
I_05_HI_03,ADHD-C,combined,10,12,"My things are always scattered, and I constantly need to be active.",I remain perpetually busy due to my habitually disorganized belongings.,10,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_03_v10
I_05_HI_01,ADHD-C,combined,1,13,"My things are always scattered, and I constantly bite my nails and lips.","I perpetually bite my nails and lips, and my belongings are disorganized.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v01
I_05_HI_01,ADHD-C,combined,2,13,"My things are always scattered, and I constantly bite my nails and lips.","My belongings are always in disarray, and I frequently bite my nails and lips.",14,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v02
I_05_HI_01,ADHD-C,combined,3,13,"My things are always scattered, and I constantly bite my nails and lips.","I habitually chew my nails and lips, and my stuff is always scattered.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v03
I_05_HI_01,ADHD-C,combined,4,13,"My things are always scattered, and I constantly bite my nails and lips.","My possessions are consistently messy, and I often find myself biting my nails.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v04
I_05_HI_01,ADHD-C,combined,5,13,"My things are always scattered, and I constantly bite my nails and lips.","I regularly nibble on my nails and lips, and my things are untidy.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v05
I_05_HI_01,ADHD-C,combined,6,13,"My things are always scattered, and I constantly bite my nails and lips.","My items are perpetually unorganized, and I have a habit of biting my lips.",14,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v06
I_05_HI_01,ADHD-C,combined,7,13,"My things are always scattered, and I constantly bite my nails and lips.","I constantly find my belongings scattered, and I tend to bite my nails.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v07
I_05_HI_01,ADHD-C,combined,8,13,"My things are always scattered, and I constantly bite my nails and lips.","My stuff is always in a mess, and I keep biting my lips and nails.",15,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v08
I_05_HI_01,ADHD-C,combined,9,13,"My things are always scattered, and I constantly bite my nails and lips.","I have a tendency to bite my nails, and my things are disordered.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v09
I_05_HI_01,ADHD-C,combined,10,13,"My things are always scattered, and I constantly bite my nails and lips.","My possessions are always scattered, and I can't stop biting my lips.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_01_v10
I_05_HI_05,ADHD-C,combined,1,11,"My things are always scattered, and I always feel extremely rushed.","My belongings are perpetually disorganized, and I constantly feel very hurried.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v01
I_05_HI_05,ADHD-C,combined,2,11,"My things are always scattered, and I always feel extremely rushed.",I consistently feel very rushed because my items are always in disarray.,12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v02
I_05_HI_05,ADHD-C,combined,3,11,"My things are always scattered, and I always feel extremely rushed.","My possessions are always in chaos, making me feel perpetually hurried.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v03
I_05_HI_05,ADHD-C,combined,4,11,"My things are always scattered, and I always feel extremely rushed.",I perpetually feel extremely rushed since my stuff is always scattered.,11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v04
I_05_HI_05,ADHD-C,combined,5,11,"My things are always scattered, and I always feel extremely rushed.","My stuff is always in a mess, causing me to feel very rushed.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v05
I_05_HI_05,ADHD-C,combined,6,11,"My things are always scattered, and I always feel extremely rushed.",I always feel very hurried because my things are perpetually scattered.,11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v06
I_05_HI_05,ADHD-C,combined,7,11,"My things are always scattered, and I always feel extremely rushed.","My items are constantly disorganized, and I perpetually feel extremely rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v07
I_05_HI_05,ADHD-C,combined,8,11,"My things are always scattered, and I always feel extremely rushed.",I feel constantly rushed because my belongings are always in disarray.,11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v08
I_05_HI_05,ADHD-C,combined,9,11,"My things are always scattered, and I always feel extremely rushed.","My things are never organized, which makes me feel constantly hurried.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v09
I_05_HI_05,ADHD-C,combined,10,11,"My things are always scattered, and I always feel extremely rushed.",I always feel extremely hurried due to my perpetually scattered belongings.,11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_05_v10
I_05_HI_07,ADHD-C,combined,1,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","I often overcommit or speak prematurely, and my belongings are always scattered.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v01
I_05_HI_07,ADHD-C,combined,2,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","My belongings are perpetually disorganized, and I tend to overcommit impulsively.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v02
I_05_HI_07,ADHD-C,combined,3,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","I frequently speak too soon and overcommit, leaving my things disordered.",11,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v03
I_05_HI_07,ADHD-C,combined,4,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","My items are constantly in disarray, and I impulsively make too many commitments.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v04
I_05_HI_07,ADHD-C,combined,5,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","I have a habit of overcommitting and speaking hastily, leaving my things scattered.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v05
I_05_HI_07,ADHD-C,combined,6,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","My possessions are always in chaos, and I often commit without thinking.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v06
I_05_HI_07,ADHD-C,combined,7,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","I tend to speak prematurely and overcommit, with my things always scattered.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v07
I_05_HI_07,ADHD-C,combined,8,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","My belongings are never organized, and I impulsively speak or commit too soon.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v08
I_05_HI_07,ADHD-C,combined,9,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","I impulsively overcommit and speak too soon, leaving my things perpetually scattered.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v09
I_05_HI_07,ADHD-C,combined,10,13,"My things are always scattered, and I impulsively overcommit or speak too soon.","My things are in constant disarray, and I often overcommit without thinking.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_07_v10
I_05_HI_08,ADHD-C,combined,1,13,"My things are always scattered, and I struggle to stay calm in traffic.","I find it hard to remain calm in traffic, and my belongings are always disorganized.",15,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v01
I_05_HI_08,ADHD-C,combined,2,13,"My things are always scattered, and I struggle to stay calm in traffic.","My belongings are perpetually in disarray, and I can't keep calm in traffic.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v02
I_05_HI_08,ADHD-C,combined,3,13,"My things are always scattered, and I struggle to stay calm in traffic.","It's challenging for me to stay calm in traffic, and my things are always messy.",15,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v03
I_05_HI_08,ADHD-C,combined,4,13,"My things are always scattered, and I struggle to stay calm in traffic.","I have difficulty staying calm in traffic, and my stuff is constantly scattered.",13,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v04
I_05_HI_08,ADHD-C,combined,5,13,"My things are always scattered, and I struggle to stay calm in traffic.","My possessions are always in chaos, and I struggle to remain calm in traffic.",14,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v05
I_05_HI_08,ADHD-C,combined,6,13,"My things are always scattered, and I struggle to stay calm in traffic.","I can't maintain calmness in traffic, and my belongings are always scattered.",12,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v06
I_05_HI_08,ADHD-C,combined,7,13,"My things are always scattered, and I struggle to stay calm in traffic.","My things are perpetually disorganized, and I find it hard to stay calm in traffic.",15,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v07
I_05_HI_08,ADHD-C,combined,8,13,"My things are always scattered, and I struggle to stay calm in traffic.","Remaining calm in traffic is tough for me, and my stuff is always messy.",14,run_20251207_222322,gpt-4o-2024-08-06,I_05_HI_08_v08
